CANCEL|6|1769971446119
CANCEL|8|1769971446435
CANCEL|1|1769971446516
CANCEL|3|1769971448813
CANCEL|2|1769971451497
CANCEL|7|1769971458944
CANCEL|9|1769971459236
CANCEL|20|1769971459289
CANCEL|5|1769971459610
CANCEL|19|1769971459753
CANCEL|10|1769971459930
CANCEL|18|1769971463571
CANCEL|11|1769971464509
CANCEL|12|1769971468172
CANCEL|4|1769971468825
CANCEL|24|1769971470580
CANCEL|14|1769971471535
CANCEL|15|1769971476139
CANCEL|16|1769971476283
CANCEL|25|1769971480381
CANCEL|21|1769971481055
CANCEL|22|1769971484209
CANCEL|27|1769971488335
CANCEL|28|1769971488368
CANCEL|26|1769971489044
CANCEL|13|1769971489854
CANCEL|38|1769971490723
CANCEL|39|1769971490741
CANCEL|37|1769971491786
CANCEL|47|1769971494251
CANCEL|31|1769971497765
CANCEL|17|1769971497815
CANCEL|34|1769971499198
CANCEL|33|1769971500649
CANCEL|35|1769971501163
CANCEL|43|1769971501495
CANCEL|52|1769971504076
CANCEL|61|1769971507124
CANCEL|44|1769971509441
CANCEL|69|1769971509451
CANCEL|41|1769971509816
CANCEL|42|1769971510189
CANCEL|30|1769971511024
CANCEL|78|1769971511751
CANCEL|60|1769971511808
CANCEL|46|1769971513108
CANCEL|40|1769971516573
CANCEL|29|1769971518524
CANCEL|57|1769971518721
CANCEL|51|1769971521889
CANCEL|86|1769971528203
CANCEL|53|1769971528917
CANCEL|50|1769971528987
CANCEL|49|1769971529795
CANCEL|23|1769971531522
CANCEL|64|1769971534887
CANCEL|58|1769971536808
CANCEL|59|1769971537659
CANCEL|72|1769971544249
CANCEL|65|1769971546162
CANCEL|56|1769971547514
CANCEL|79|1769971548507
CANCEL|62|1769971549493
CANCEL|94|1769971551993
CANCEL|32|1769971552113
CANCEL|68|1769971552340
CANCEL|76|1769971554616
CANCEL|67|1769971555687
CANCEL|87|1769971555807
CANCEL|48|1769971557156
CANCEL|95|1769971558488
CANCEL|66|1769971562759
CANCEL|100|1769971565797
CANCEL|107|1769971568530
CANCEL|74|1769971573397
CANCEL|83|1769971573773
CANCEL|36|1769971574356
CANCEL|55|1769971578812
CANCEL|117|1769971579150
CANCEL|101|1769971581468
CANCEL|73|1769971582884
CANCEL|109|1769971586318
CANCEL|119|1769971588910
CANCEL|71|1769971591804
CANCEL|131|1769971594154
CANCEL|84|1769971594893
CANCEL|126|1769971597993
CANCEL|92|1769971599614
CANCEL|89|1769971602343
CANCEL|45|1769971603070
CANCEL|75|1769971603361
