REFUND|4|1769971654478|500000003|-100
REFUND|7|1769971654928|500000000|-30
REFUND|6|1769971657306|500000009|-40
REFUND|17|1769971657484|500000000|-20
REFUND|9|1769971659779|500000006|-30
REFUND|18|1769971659855|500000009|-30
REFUND|2|1769971661715|500000004|-20
REFUND|25|1769971662752|500000009|-40
REFUND|10|1769971664421|500000005|-30
REFUND|27|1769971665626|500000000|-30
REFUND|20|1769971666755|500000005|-40
REFUND|34|1769971670916|500000009|-50
REFUND|5|1769971671523|500000007|-100
REFUND|44|1769971676349|500000009|-30
REFUND|8|1769971676357|500000008|-40
REFUND|55|1769971679036|500000009|-30
REFUND|15|1769971679124|500000004|-30
REFUND|3|1769971680153|500000001|-50
REFUND|29|1769971680306|500000005|-20
REFUND|40|1769971682811|500000005|-30
REFUND|11|1769971683997|500000008|-50
REFUND|26|1769971684109|500000004|-50
REFUND|12|1769971684588|500000006|-30
REFUND|49|1769971685696|500000005|-50
REFUND|23|1769971686875|500000006|-50
REFUND|35|1769971687213|500000000|-50
REFUND|13|1769971689078|500000003|-30
REFUND|58|1769971690301|500000005|-20
REFUND|39|1769971693933|500000004|-40
REFUND|63|1769971694224|500000009|-40
REFUND|30|1769971694771|500000008|-30
REFUND|22|1769971699047|500000003|-40
REFUND|46|1769971699336|500000000|-20
REFUND|48|1769971700936|500000004|-20
REFUND|37|1769971704614|500000003|-30
REFUND|19|1769971705545|500000007|-20
REFUND|56|1769971706807|500000000|-20
REFUND|1|1769971711368|500000002|-100
REFUND|38|1769971711998|500000008|-40
REFUND|14|1769971716763|500000001|-30
REFUND|65|1769971716980|500000000|-30
REFUND|51|1769971717542|500000008|-20
REFUND|71|1769971718853|500000009|-40
REFUND|47|1769971721653|500000003|-100
REFUND|80|1769971724127|500000009|-30
REFUND|28|1769971725772|500000007|-20
REFUND|21|1769971726587|500000001|-30
REFUND|75|1769971727614|500000008|-100
REFUND|36|1769971728414|500000007|-100
REFUND|74|1769971731777|500000000|-40
REFUND|57|1769971734104|500000003|-30
REFUND|31|1769971737745|500000001|-40
REFUND|67|1769971738054|500000005|-30
REFUND|90|1769971738600|500000009|-100
REFUND|32|1769971740717|500000006|-40
REFUND|99|1769971746201|500000009|-30
REFUND|16|1769971746748|500000002|-30
REFUND|107|1769971748747|500000009|-100
REFUND|41|1769971752063|500000001|-40
REFUND|45|1769971752389|500000007|-100
REFUND|42|1769971753584|500000006|-20
REFUND|76|1769971753999|500000005|-20
REFUND|118|1769971757393|500000009|-30
REFUND|59|1769971757644|500000004|-30
REFUND|83|1769971758385|500000008|-20
REFUND|127|1769971773466|500000009|-20
REFUND|81|1769971774048|500000000|-100
REFUND|91|1769971777459|500000008|-100
REFUND|24|1769971779604|500000002|-50
REFUND|95|1769971780871|500000005|-40
REFUND|50|1769971783129|500000001|-20
REFUND|88|1769971783471|500000000|-20
REFUND|68|1769971792136|500000004|-50
REFUND|100|1769971792823|500000008|-30
REFUND|77|1769971794748|500000004|-40
REFUND|61|1769971795144|500000001|-100
REFUND|143|1769971797473|500000009|-50
REFUND|101|1769971797544|500000000|-50
REFUND|69|1769971797937|500000001|-100
REFUND|108|1769971801076|500000008|-30
REFUND|86|1769971802801|500000004|-40
REFUND|54|1769971803975|500000006|-30
REFUND|105|1769971805713|500000005|-20
REFUND|33|1769971806811|500000002|-20
REFUND|43|1769971809261|500000002|-40
REFUND|62|1769971811512|500000006|-100
REFUND|110|1769971813179|500000000|-30
REFUND|53|1769971816237|500000007|-50
REFUND|72|1769971819370|500000006|-100
