REFUND|6|1769879699035|500000002|-100
REFUND|8|1769879699121|500000006|-100
REFUND|5|1769879699283|500000005|-20
REFUND|10|1769879701461|500000008|-40
REFUND|7|1769879701924|500000003|-30
REFUND|9|1769879701928|500000009|-40
REFUND|15|1769879701966|500000002|-30
REFUND|22|1769879703743|500000008|-100
REFUND|3|1769879703901|500000001|-20
REFUND|2|1769879703938|500000007|-50
REFUND|18|1769879707262|500000009|-40
REFUND|19|1769879711967|500000005|-20
REFUND|27|1769879712289|500000009|-50
REFUND|29|1769879712787|500000002|-100
REFUND|1|1769879714057|500000004|-30
REFUND|13|1769879714213|500000007|-30
REFUND|14|1769879715899|500000003|-40
REFUND|26|1769879720885|500000003|-100
REFUND|24|1769879721639|500000007|-100
REFUND|16|1769879721677|500000004|-20
REFUND|12|1769879722818|500000001|-30
REFUND|21|1769879726506|500000004|-20
REFUND|17|1769879726996|500000006|-50
REFUND|36|1769879730492|500000002|-50
REFUND|38|1769879732645|500000009|-20
REFUND|23|1769879734990|500000001|-50
REFUND|25|1769879736795|500000005|-40
REFUND|33|1769879741202|500000004|-30
REFUND|47|1769879742182|500000009|-20
REFUND|35|1769879744232|500000005|-20
REFUND|31|1769879748047|500000001|-20
REFUND|43|1769879749156|500000005|-40
REFUND|37|1769879749910|500000003|-50
REFUND|30|1769879751243|500000008|-20
REFUND|48|1769879751344|500000002|-40
REFUND|32|1769879751735|500000007|-50
REFUND|55|1769879752171|500000009|-20
REFUND|4|1769879755466|500000000|-100
REFUND|63|1769879756872|500000009|-50
REFUND|41|1769879758055|500000001|-100
REFUND|56|1769879763330|500000002|-50
REFUND|75|1769879764430|500000009|-40
REFUND|11|1769879765196|500000000|-30
REFUND|42|1769879765273|500000007|-50
REFUND|46|1769879766952|500000003|-30
REFUND|28|1769879767199|500000006|-40
REFUND|66|1769879769882|500000003|-20
REFUND|20|1769879770452|500000000|-20
REFUND|40|1769879774313|500000008|-30
REFUND|39|1769879775168|500000000|-40
REFUND|72|1769879777186|500000003|-40
REFUND|57|1769879777649|500000000|-100
REFUND|34|1769879779362|500000006|-20
REFUND|53|1769879781895|500000001|-40
REFUND|50|1769879783734|500000008|-40
REFUND|83|1769879784558|500000009|-30
REFUND|65|1769879785019|500000000|-100
REFUND|45|1769879787022|500000004|-100
REFUND|51|1769879789740|500000007|-50
REFUND|80|1769879792082|500000003|-50
REFUND|93|1769879794336|500000009|-50
REFUND|88|1769879794628|500000003|-20
REFUND|97|1769879797451|500000003|-40
REFUND|71|1769879800655|500000000|-30
REFUND|54|1769879800852|500000005|-100
REFUND|59|1769879801094|500000008|-20
REFUND|85|1769879803276|500000001|-30
REFUND|64|1769879806183|500000002|-40
REFUND|68|1769879806545|500000008|-20
REFUND|44|1769879808136|500000006|-30
REFUND|60|1769879809434|500000007|-100
REFUND|78|1769879810972|500000008|-20
REFUND|49|1769879811213|500000004|-100
REFUND|96|1769879817229|500000001|-50
REFUND|62|1769879817488|500000005|-40
REFUND|92|1769879818600|500000000|-40
REFUND|67|1769879822042|500000007|-40
REFUND|106|1769879825151|500000003|-100
REFUND|58|1769879828166|500000004|-30
REFUND|52|1769879834106|500000006|-30
REFUND|103|1769879834590|500000001|-20
REFUND|125|1769879837265|500000001|-50
REFUND|100|1769879837656|500000000|-50
REFUND|109|1769879843030|500000000|-20
REFUND|74|1769879845174|500000005|-40
REFUND|134|1769879846888|500000001|-30
REFUND|73|1769879847623|500000004|-100
REFUND|102|1769879848295|500000009|-40
REFUND|86|1769879848339|500000008|-20
REFUND|143|1769879849115|500000001|-20
REFUND|112|1769879852795|500000009|-30
REFUND|152|1769879856105|500000001|-20
REFUND|114|1769879856932|500000003|-40
REFUND|94|1769879859070|500000008|-40
REFUND|123|1769879865740|500000000|-30
REFUND|70|1769879876035|500000002|-20
REFUND|81|1769879877243|500000004|-40
REFUND|9|1769881204624|500000001|-100
REFUND|6|1769881204762|500000006|-50
REFUND|8|1769881204804|500000009|-40
REFUND|7|1769881205243|500000000|-30
REFUND|1|1769881207220|500000005|-20
REFUND|5|1769881207333|500000004|-40
REFUND|20|1769881209307|500000001|-50
REFUND|3|1769881211818|500000003|-30
REFUND|11|1769881212646|500000005|-30
REFUND|13|1769881212811|500000009|-20
REFUND|2|1769881213565|500000008|-40
REFUND|16|1769881214267|500000003|-20
REFUND|12|1769881214335|500000006|-20
REFUND|18|1769881215744|500000000|-20
REFUND|15|1769881217661|500000004|-50
REFUND|19|1769881219125|500000008|-20
REFUND|4|1769881220390|500000007|-50
REFUND|24|1769881222740|500000005|-30
REFUND|27|1769881225623|500000000|-100
REFUND|29|1769881227572|500000001|-20
REFUND|30|1769881228797|500000003|-30
REFUND|40|1769881229853|500000001|-20
REFUND|22|1769881232402|500000009|-50
REFUND|50|1769881234766|500000001|-100
REFUND|31|1769881235033|500000005|-20
REFUND|10|1769881238061|500000002|-40
REFUND|21|1769881238870|500000006|-100
REFUND|36|1769881240194|500000000|-20
REFUND|38|1769881243478|500000003|-100
REFUND|43|1769881244477|500000005|-100
REFUND|57|1769881245896|500000003|-40
REFUND|28|1769881246903|500000008|-100
REFUND|46|1769881248153|500000000|-100
REFUND|55|1769881250804|500000000|-20
REFUND|14|1769881252858|500000002|-20
REFUND|37|1769881254379|500000008|-50
REFUND|39|1769881255216|500000006|-40
REFUND|67|1769881259383|500000003|-100
REFUND|48|1769881260597|500000006|-50
REFUND|75|1769881262018|500000003|-30
REFUND|59|1769881264036|500000001|-50
REFUND|47|1769881265110|500000008|-50
REFUND|23|1769881265906|500000002|-30
REFUND|69|1769881266814|500000001|-20
REFUND|51|1769881267270|500000005|-50
REFUND|32|1769881268558|500000002|-20
REFUND|25|1769881271351|500000004|-50
REFUND|60|1769881273277|500000005|-30
REFUND|91|1769881273930|500000003|-30
REFUND|35|1769881276448|500000004|-50
REFUND|64|1769881279003|500000000|-20
REFUND|105|1769881279214|500000003|-50
REFUND|34|1769881279585|500000009|-40
REFUND|56|1769881280197|500000008|-20
REFUND|45|1769881282517|500000009|-30
REFUND|66|1769881282978|500000008|-50
REFUND|17|1769881283976|500000007|-20
REFUND|58|1769881284288|500000006|-40
REFUND|77|1769881284587|500000001|-100
REFUND|26|1769881290642|500000007|-30
REFUND|74|1769881293035|500000000|-30
REFUND|33|1769881293105|500000007|-30
REFUND|44|1769881302081|500000007|-30
REFUND|87|1769881303730|500000001|-30
REFUND|82|1769881303785|500000000|-30
REFUND|54|1769881304028|500000009|-30
REFUND|41|1769881304284|500000002|-30
REFUND|115|1769881305341|500000003|-40
REFUND|65|1769881306607|500000009|-50
REFUND|53|1769881306958|500000007|-20
REFUND|96|1769881308269|500000001|-30
REFUND|90|1769881308784|500000000|-40
REFUND|68|1769881311256|500000006|-30
REFUND|98|1769881311261|500000000|-50
REFUND|73|1769881311974|500000005|-20
REFUND|109|1769881312569|500000001|-100
REFUND|123|1769881315084|500000003|-30
REFUND|63|1769881318115|500000007|-40
REFUND|79|1769881318639|500000005|-20
REFUND|42|1769881318866|500000004|-50
REFUND|49|1769881324854|500000002|-40
REFUND|84|1769881327300|500000006|-30
REFUND|72|1769881327429|500000007|-50
REFUND|62|1769881330221|500000002|-20
REFUND|52|1769881330790|500000004|-20
REFUND|80|1769881331938|500000009|-20
REFUND|88|1769881332555|500000005|-20
REFUND|71|1769881335449|500000002|-50
REFUND|86|1769881338765|500000009|-100
REFUND|118|1769881344362|500000001|-100
REFUND|94|1769881345467|500000007|-40
REFUND|128|1769881347295|500000001|-20
REFUND|138|1769881348875|500000003|-100
REFUND|92|1769881350025|500000006|-100
REFUND|97|1769881353923|500000005|-20
REFUND|95|1769881354256|500000009|-20
REFUND|61|1769881354259|500000004|-40
REFUND|103|1769881356643|500000009|-20
REFUND|76|1769881358731|500000008|-100
REFUND|113|1769881363178|500000000|-100
REFUND|148|1769881364434|500000003|-20
REFUND|111|1769881368243|500000009|-20
REFUND|167|1769881368689|500000003|-40
REFUND|120|1769881377121|500000000|-30
REFUND|1|1769966777952|500000004|-30
REFUND|8|1769966778525|500000002|-20
REFUND|12|1769966780777|500000004|-100
REFUND|6|1769966781444|500000005|-40
REFUND|9|1769966783670|500000001|-50
REFUND|3|1769966783745|500000007|-40
REFUND|23|1769966786015|500000004|-30
REFUND|15|1769966789014|500000001|-40
REFUND|32|1769966791140|500000004|-40
REFUND|22|1769966791891|500000001|-40
REFUND|7|1769966792436|500000009|-20
REFUND|18|1769966795921|500000007|-100
REFUND|17|1769966796663|500000002|-100
REFUND|33|1769966796905|500000001|-50
REFUND|10|1769966796999|500000008|-30
REFUND|4|1769966797631|500000003|-100
REFUND|5|1769966798667|500000000|-30
REFUND|19|1769966805964|500000005|-20
REFUND|27|1769966808682|500000005|-30
REFUND|16|1769966809084|500000008|-40
REFUND|26|1769966809134|500000002|-100
REFUND|40|1769966813229|500000004|-50
REFUND|37|1769966816650|500000002|-100
REFUND|25|1769966817211|500000008|-30
REFUND|41|1769966817282|500000001|-40
REFUND|50|1769966817928|500000004|-30
REFUND|20|1769966818933|500000009|-40
REFUND|67|1769966820884|500000004|-20
REFUND|35|1769966822199|500000008|-50
REFUND|24|1769966824289|500000007|-20
REFUND|11|1769966826738|500000000|-100
REFUND|36|1769966827141|500000005|-100
REFUND|52|1769966832099|500000001|-20
REFUND|83|1769966834738|500000004|-100
REFUND|28|1769966835897|500000009|-40
REFUND|14|1769966837832|500000003|-50
REFUND|29|1769966840412|500000000|-30
REFUND|30|1769966840678|500000003|-40
REFUND|45|1769966841964|500000002|-100
REFUND|44|1769966844461|500000005|-100
REFUND|34|1769966848981|500000007|-40
REFUND|43|1769966851655|500000007|-100
REFUND|48|1769966852518|500000003|-40
REFUND|98|1769966852597|500000004|-100
REFUND|38|1769966854847|500000000|-40
REFUND|53|1769966856033|500000007|-20
REFUND|115|1769966857576|500000004|-50
REFUND|2|1769966860100|500000006|-30
REFUND|57|1769966863478|500000003|-50
REFUND|54|1769966869176|500000005|-20
